Report Number,Date,Time,Collision Day of Week,Primary Road,Secondary Road,X,Y,Latitude,Longitude,Highest Degree of Injury,Number Injured,Number Killed,Party at Fault,Primary Collision Factor,Hit and Run,Collision Type,Involved With,Pedestrian Action,Violation,Violation Subsection,Weather,Road Condition1,Lighting,Right of Way Controls,Party Type 1,Party Age 1,Party Sex 1,Movement Preceding Collision 1,special information 1,Associated Cause - Factor 1 1,Party Sobriety 1 1,Party Type 2,Party Age 2,Party Sex 2,Movement Preceding Collision 2,special information 2,Associated Cause - Factor 1 2,Party Sobriety 1 2,Safety Equipment 2
201900000499,1/5/2019,16:09,Saturday,STONERIDGE DR,HACIENDA DR,6158021.039,2077222.762,37.69143837,-121.8951033,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Raining,No Unusual Condition,Daylight,Functioning,Driver,34,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201100000926,1/6/2011,13:30,Thursday,SANTA RITA RD,STONERIDGE DR,6162998.087,2075880.275,37.68797369,-121.877752,Property Damage Only,1,0,,Traffic Signals and Signs,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,21453,,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,75,Not Stated,Making Right Turn,Not Stated,Not Stated,HNBD,Driver,31,Not Stated,Slowing/Stopping,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201400000661,1/6/2014,08:11,Monday,BERNAL AV,OAK VISTA WY,6158286.003,2065220.404,37.65842953,-121.8935223,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Cloudy,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400000692,1/6/2014,13:40,Monday,HOPYARD RD,OWENS DR,6155300.93,2080003.791,37.69892751,-121.904596,Property Damage Only,0,0,1,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,84,Female,Other Unsafe Turning,Cell Phone Not In Use,None Apparent,HNBD,Driver,,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600000597,1/6/2016,15:07,Wednesday,FOOTHILL RD,OAK CREEK DR,6150637.701,2070305.455,37.67213322,-121.9201721,Other Visible Injury,2,0,1,Impeding Traffic,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22400,A,Cloudy,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,52,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Driver,17,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700000633,1/6/2017,12:46,Friday,STONERIDGE MALL RD,STONERIDGE DR,6149889.62,2077348.773,37.69146545,-121.9231555,Property Damage Only,0,0,1,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,54,Male,Changing Lanes,Cell Phone Not In Use,None Apparent,Impairment Not Known,Driver,33,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700000653,1/6/2017,16:38,Friday,HOPYARD RD,OWENS DR,6155203.98,2080155.451,37.69934399,-121.9049311,Property Damage Only,0,0,1,Unsafe Lane Change,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21658,A,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,26,Male,Changing Lanes,,None Apparent,Impairment Not Known,Driver,48,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700000654,1/6/2017,16:42,Friday,SPRINGDALE AV,STONERIDGE DR,6149114.623,2077447.654,37.69159056,-121.9258892,Complaint of Pain,1,0,1,Unsafe Speed,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dusk - Dawn,Functioning,Driver,76,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,23,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201900000535,1/6/2019,00:15,Sunday,OWENS DR,HOPYARD RD,6155179.67,2079844.344,37.69848964,-121.9050151,Other Visible Injury,1,0,1,Improper Turning,No,Overturned,Fixed Object,No Pedestrian Involved,22107,,Raining,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,20,Male,Making U Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201900000572,1/6/2019,13:01,Sunday,FOOTHILL RD,ON RAMP EB I580 FROM NB FOOTHILL RD,6146504.544,2079883.264,37.69827919,-121.9349094,Complaint of Pain,2,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Raining,No Unusual Condition,Daylight,Functioning,Driver,17,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,62,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201900000591,1/6/2019,17:34,Sunday,SANTA RITA RD,LAS POSITAS BL,6162819,2077378,37.69208672,-121.8783709,Other Visible Injury,1,0,1,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Raining,No Unusual Condition,Dark - Street Lights,Functioning,Driver,57,Male,Proceeding Straight,Cell Phone Not In Use,Vision Obscurements,HNBD,,,,,,,,
2013-00000763,1/7/2013,19:36,Monday,LAS POSITAS BL,BELLEZA LN,6160287.424,2075768.983,37.68741782,-121.8871307,Property Damage Only,0,0,2,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,A,Cloudy,No Unusual Condition,Dark - Street Lights,None,Driver,50,Female,Proceeding Straight,Cell Phone Not In Use,Violation,HNBD,Driver,48,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400000835,1/7/2014,12:00,Tuesday,ANGELA ST,MIRADOR DR,6166312.972,2063868.225,37.65504875,-121.8656845,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Parked Vehicle,,,Parked,Cell Phone Not In Use,None Apparent,Not Applicable,
201500000875,1/7/2015,14:59,Wednesday,STANLEY BL,CALIFORNIA AV,6166498.67,2068369.003,37.6674712,-121.8654166,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,83,Male,Other Unsafe Turning,Cell Phone Not In Use,,HNBD,,,,,,,,
201500000890,1/7/2015,15:01,Wednesday,STANLEY BL,CALIFORNIA AV,6167714.019,2069117.665,37.66952717,-121.8612179,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,83,Male,Traveling Wrong Way,Cell Phone Not In Use,Previous Collision,HNBD,,,,,,,,
201800000832,1/7/2018,15:49,Sunday,STONERIDGE DR,HACIENDA DR,6157808.121,2077228.705,37.69145469,-121.8958391,Other Visible Injury,1,0,1,Improper Turning,No,Rear-End,Bicycle,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,37,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,Impairment Not Known,Bicyclist,43,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - Yes
201900000669,1/7/2019,10:04,Monday,BLACK AV,HOPYARD RD (N),6159258,2070066,37.67183609,-121.8903001,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,21803,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,89,Male,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Bicyclist,73,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - No
201100001215,1/8/2011,12:30,Saturday,CANYON WY,STONERIDGE MALL RD,6147106.279,2079065.897,37.69603455,-121.9328297,Property Damage Only,1,0,,Unsafe Speed,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22350,,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,25,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,48,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201500000962,1/8/2015,,Thursday,SANTA RITA RD,VALLEY AV,6164019.459,2071948.05,37.67715171,-121.8740278,Property Damage Only,0,0,1,Improper Turning,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,,,,,,,,,,,,,,
201500000955,1/8/2015,06:30,Thursday,VINEYARD AV,THIESSEN ST,6176523.415,2066496.243,37.66271883,-121.8305626,Property Damage Only,0,0,,Other Than Driver,No,Other,Animal,No Pedestrian Involved,,,Clear,No Unusual Condition,Dark - No Street Lights,No Controls Present / Factor,Driver,40,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201600000770,1/8/2016,07:39,Friday,STANLEY BL,FIRST ST,6165049.131,2067888.304,37.66597076,-121.8702403,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Cloudy,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,40,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,38,Female,Slowing/Stopping,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800000914,1/8/2018,11:26,Monday,VALLEY AV,BERNAL AV (W),6157276.607,2065273.995,37.65857671,-121.897009,Property Damage Only,0,0,1,Unsafe Starting or Backing,No,Other,Other Motor Vehicle,No Pedestrian Involved,22106,,Raining,No Unusual Condition,Daylight,Functioning,Driver,42,Male,Backing,Cell Phone Not In Use,None Apparent,HNBD,Driver,40,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800000927,1/8/2018,13:19,Monday,WILLOW RD,STONERIDGE DR,6157081,2077249,37.69151042,-121.8983519,Complaint of Pain,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Raining,No Unusual Condition,Daylight,Functioning,Driver,50,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,66,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800000958,1/8/2018,21:08,Monday,VALLEY AV,STANLEY BL,6168598.008,2069651.631,37.67099355,-121.8581639,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Raining,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,38,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,52,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201900000764,1/8/2019,04:35,Tuesday,STONERIDGE DR,WILLOW RD,6157539.821,2077236.194,37.69147525,-121.8967663,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,25,Male,Proceeding Straight,Cell Phone Not In Use,Other,HNBD,Driver,65,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
2013-00001039,1/9/2013,16:10,Wednesday,ROSEWOOD DR,WALMART,6161239.57,2080442.744,37.70042128,-121.8840909,Property Damage Only,0,0,1,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Cloudy,No Unusual Condition,Daylight,None,Driver,31,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201500001195,1/9/2015,17:13,Friday,STONERIDGE MALL RD,WORKDAY WY,6149360.769,2078740.027,37.69513965,-121.9250382,Complaint of Pain,1,0,1,Unsafe Speed,No,Broadside,Bicycle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dusk - Dawn,No Controls Present / Factor,Bicyclist,30,Female,Proceeding Straight,Cell Phone Handheld In Use,None Apparent,HNBD,Driver,40,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600000933,1/9/2016,08:32,Saturday,VALLEY AV,HANSEN DR,6156742.215,2069534.116,37.67022058,-121.8991728,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,43,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201600000961,1/9/2016,15:28,Saturday,FAIRLANDS DR,CHURCHILL DR (E),6165371.317,2079929.748,37.69917772,-121.8698253,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,43,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201900000972,1/9/2019,17:12,Wednesday,VINEYARD AV,BERNAL AV (N),6169277.991,2067392.917,37.66490301,-121.8555695,Other Visible Injury,1,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Dusk - Dawn,Functioning,Driver,79,Female,Making Right Turn,Cell Phone Not In Use,Violation,HNBD,,,,,,,,
201000046623,10/1/2010,17:00,Friday,SANTA RITA RD,LOCKHART LN,6163796.431,2072805.648,37.67950683,-121.8747984,Complaint of Pain,5,0,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,None,Driver,37,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,64,Not Stated,Slowing/Stopping,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201000046669,10/1/2010,21:04,Friday,BERNAL AV,LAGOON RD,6155199,2064270,37.65572638,-121.9040143,Severe Injury,1,0,,Auto R/W Violation,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21801,,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,18,Not Stated,Making Left Turn,Not Stated,Not Stated,HNBD,Driver,24,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201400038511,10/1/2014,12:19,Wednesday,STONERIDGE DR,JOHNSON DR,6152331.051,2076875.782,37.69016653,-121.9147184,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,34,Male,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,47,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500035781,10/1/2015,08:54,Thursday,CHABOT DR,STONERIDGE DR,6156218,2077273,37.69142826,-121.9014267,Other Visible Injury,1,0,1,Traffic Signals and Signs,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21453,A,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,41,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,21,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500035879,10/1/2015,23:15,Thursday,LAS POSITAS BL,SANTA RITA RD,6162804.013,2077378.618,37.69208842,-121.8784227,Property Damage Only,0,0,1,Driving Under Influence,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,56,Male,Making Right Turn,Cell Phone Not In Use,Violation,HBD Under Influence,Driver,50,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600036448,10/1/2016,18:20,Saturday,FIRST ST,NEAL ST,6164029.033,2065578.151,37.65962662,-121.8737643,Property Damage Only,0,0,1,Driving Under Influence,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,54,Female,Slowing/Stopping,Cell Phone Not In Use,Stop and Go Traffic,HBD Under Influence,Driver,44,Male,Slowing/Stopping,Cell Phone Not In Use,None Apparent,HNBD,Unknown
201600036449,10/1/2016,18:23,Saturday,STONERIDGE DR,STONERIDGE CREEK WY,6170173,2078668,37.69590291,-121.8532039,Other Visible Injury,3,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dusk - Dawn,Functioning,Driver,29,Female,Proceeding Straight,Cell Phone Not In Use,Vision Obscurements,HNBD,Driver,41,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800037985,10/1/2018,,Monday,MAIN ST,RAY ST,6163968.133,2067382.326,37.66458125,-121.8739747,Property Damage Only,0,0,1,Improper Turning,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,Not Functioning,Driver,,,Making Left Turn,,None Apparent,Impairment Not Known,,,,,,,,
201800038012,10/1/2018,09:20,Monday,SUNOL BL,ON RAMP SB I680 FROM EB SUNOL BL,6160498,2058231,37.63929314,-121.8854982,Complaint of Pain,1,0,1,Auto R/W Violation,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21801,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,31,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,72,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201000048088,10/10/2010,12:14,Sunday,SANTA RITA RD,PIMLICO DR,6164718.008,2080522.707,37.70080609,-121.8720834,Property Damage Only,0,0,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,18,Not Stated,Changing Lanes,Not Stated,Not Stated,HNBD,Driver,35,Not Stated,Stopped in Road,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
2012-00038134,10/10/2012,14:25,Wednesday,OAK VISTA WY,BERNAL AV,6158316,2065220,37.65842842,-121.8934186,Property Damage Only,0,0,1,Unsafe Speed,No,Hit Object,Fixed Object,Not Stated,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,16,Male,Making Right Turn,Not Stated,None Apparent,HNBD,,,,,,,,
2012-00038129,10/10/2012,15:18,Wednesday,DEL VALLE PW,HOPYARD RD,6161058.953,2068617.698,37.66785877,-121.8840781,Other Visible Injury,1,0,1,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,Functioning,Bicyclist,11,Female,Entering Traffic,Cell Phone Not In Use,None Apparent,HNBD,Driver,17,Male,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300035832,10/10/2013,19:30,Thursday,ROMANO CI,RUBY HILL DR (N),6180407.782,2058253.192,37.64018325,-121.816774,Property Damage Only,0,0,1,Improper Turning,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,,,Ran Off Road,,None Apparent,Impairment Not Known,,,,,,,,
201400039745,10/10/2014,15:38,Friday,OWENS DR,ACCESS ROAD,6158591.534,2080295.496,37.69987665,-121.8931319,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,26,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,36,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500036873,10/10/2015,09:55,Saturday,VALLEY AV,SANTA RITA RD,6163466.096,2071779.483,37.67668879,-121.8759397,Other Visible Injury,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,23,Male,Proceeding Straight,Cell Phone Not In Use,,HNBD,Driver,44,Female,Slowing/Stopping,Cell Phone Not In Use,,HNBD,Lap/Shoulder Harness Used
201600037405,10/10/2016,06:20,Monday,SANTA RITA RD,NAVAJO CT,6162831.827,2076646.07,37.69007671,-121.8783265,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,60,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201600037513,10/10/2016,20:05,Monday,HACIENDA DR,GIBRALTAR DR (N),6158370,2078636,37.69531938,-121.8938974,Complaint of Pain,3,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21457,A,Clear,No Unusual Condition,Dark - Street Lights,Not Functioning,Driver,41,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,55,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800039317,10/10/2018,15:31,Wednesday,STONERIDGE DR,SANTA RITA RD,6162563.317,2075892.887,37.68800833,-121.8792544,Other Visible Injury,1,0,1,Improper Turning,No,Overturned,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,23,Male,Changing Lanes,Cell Phone Not In Use,Violation,HNBD,,,,,,,,
201000048175,10/11/2010,03:19,Monday,SANTA RITA RD,VALLEY AV,6164066,2071769,37.67666,-121.873867,Complaint of Pain,1,0,,Driving Under Influence,No,Hit Object,Fixed Object,No Pedestrian Involved,23152,,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,26,Not Stated,Proceeding Straight,Not Stated,Violation,,,,,,,,,
201000048269,10/11/2010,16:55,Monday,FIRST ST,VINEYARD AV,6165139.184,2066803.24,37.66299096,-121.8699293,Property Damage Only,0,0,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,31,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,25,Not Stated,Stopped in Road,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
